A4D250	A4D250
Q86Y79	Q86Y79
Q14714	Q14714
O43557	O43557
O43557	P41273
Q6IA17	Q6IA17
Q6IA17	Q9NPH3
Q6IA17	Q9NP60
Q6IA17	Q9NZN1
Q6IA17	Q13478
Q6IA17	P27930
Q6IA17	Q99836
Q6IA17	Q01638
Q6IA17	O95256
Q6IA17	Q9HB29
Q6IA17	P14778
Q7L4I2	Q7L4I2
A0A1W2PP97	A0A1W2PP97
O00267	O00267
Q6PIZ9	Q6PIZ9
Q9NRH1	Q9NRH1
Q96QS1	Q96QS1
Q9NUW8	Q9NUW8
P61088	P61088
P61088	Q5JXB2
P61088	Q969T4
P61088	P61077
P61088	Q96LR5
P61088	P62837
P61088	Q9Y2X8
P61088	P51668
P61088	P51965
P61088	O00762
P61088	Q9NPD8
P61088	P61086
P61088	Q9Y385
P61088	P61081
P61088	Q969M7
P61088	Q16763
P61088	Q96B02
P61088	P62256
P61088	Q15819
P61088	Q13404
P61088	Q8N2K1
P61088	Q5VVX9
P61088	Q8IWF7
P61088	A0A1B0GUS4
P61088	O14933
P61088	P68036
P61088	Q9H832
P61088	Q9C0C9
P61088	P60604
P61088	P63279
P61088	P49459
P61088	P63146
P61088	P62253
P61088	P49427
P61088	Q712K3
Q9P2D8	Q9P2D8
Q2T9J0	Q2T9J0
Q7Z5L0	Q7Z5L0
P21283	P21283
P21283	Q8NEY4
Q4KMG9	Q4KMG9
Q4KMG9	Q8NDY8
Q9NX45	Q9NX45
Q9NX45	Q5JUK2
Q9NX45	Q9UL49
Q99932	Q99932
Q9BSE2	Q9BSE2
E9PQX1	E9PQX1
P15880	P15880
Q0VDI3	Q0VDI3
Q8TBR4	Q8TBR4
P62241	P62241
P0DMS9	P0DMS9
Q96CM3	Q96CM3
Q96CM3	Q9UJJ7
Q96CM3	Q8IZ73
Q96CM3	Q6P087
Q8N5T2	Q8N5T2
Q96DC7	Q96DC7
Q96DC7	Q8IUR7
Q9NRQ5	Q9NRQ5
Q8TEV9	Q8TEV9
Q9BXR0	Q9BXR0
Q9BXR0	Q9H974
Q53S58	Q53S58
Q5SRD0	Q5SRD0
Q5SRD0	Q9Y4E1
Q5SRD0	Q641Q2
Q8WZ71	Q8WZ71
Q969S3	Q969S3
Q8NHE4	Q8NHE4
Q8NHE4	O15342
Q8N6T0	Q8N6T0
Q15573	Q15573
P49458	P49458
Q9P0V8	Q9P0V8
Q9P0V8	Q9BZW8
Q9P0V8	P09326
O15027	O15027
O15027	Q96JE7
Q9UIY3	Q9UIY3
Q9UIY3	P57060
Q9BSG5	Q9BSG5
Q5JXX7	Q5JXX7
Q8IYI0	Q8IYI0
Q9Y2R5	Q9Y2R5
Q6P4A7	Q6P4A7
Q1RMZ1	Q1RMZ1
Q9BXS4	Q9BXS4
Q9BXS4	Q9UK28
Q0P6H9	Q0P6H9
Q4V9L6	Q4V9L6
Q5JXA9	Q5JXA9
Q5JXA9	Q9H106
Q5JXA9	Q9P1W8
Q5JXA9	P78324
Q5JXA9	Q5TFQ8
Q5JXA9	O00241
Q15022	Q15022
Q92537	Q92537
Q8N801	Q8N801
Q9NPG3	Q9NPG3
Q9NPG3	Q6ZU65
A6NGB7	A6NGB7
Q5T160	Q5T160
Q5T160	P54136
Q96ME7	Q96ME7
Q96ME7	Q96KM6
Q9NUX5	Q9NUX5
O00232	O00232
P53803	P53803
Q8TBF5	Q8TBF5
O14841	O14841
Q96HA8	Q96HA8
Q9UNM6	Q9UNM6
P0CAP1	P0CAP1
P0CAP1	Q9H2F9
P0CAP1	Q9NNX1
Q9BRX5	Q9BRX5
O43482	O43482
Q86VD9	Q86VD9
Q07020	Q07020
P12872	P12872
Q969W9	Q969W9
Q969W9	O15165
Q2KHR2	Q2KHR2
P62888	P62888
O00287	O00287
P62875	P62875
Q8N131	Q8N131
P35232	P35232
P35232	Q99623
Q3SX64	Q3SX64
Q3SX64	Q8IXM7
Q3SX64	A8MYP8
Q3SX64	Q96PU9
Q96BK5	Q96BK5
Q96BK5	Q8N302
P55036	P55036
Q13765	Q13765
Q13765	Q9H009
Q13765	Q9BZK3
Q13765	E9PAV3
Q13765	O15069
A0A0B4J2F0	A0A0B4J2F0
Q16401	Q16401
Q8WWB5	Q8WWB5
Q86YV5	Q86YV5
Q86YV5	Q9H792
Q86YV5	Q6ZS72
P54840	P54840
P54840	P13807
Q9NZL4	Q9NZL4
Q6N075	Q6N075
Q9Y3D8	Q9Y3D8
Q4G112	Q4G112
Q4G112	Q03933
Q4G112	Q96LI6
Q4G112	Q9ULV5
Q4G112	Q9UBD0
Q4G112	A0A1B0GWH4
Q4G112	A0A1B0GTS1
Q4G112	Q00613
O95568	O95568
O60870	O60870
Q9UBP8	Q9UBP8
Q8WVF1	Q8WVF1
Q15777	Q15777
Q15777	O15442
Q9NX31	Q9NX31
A8MVU1	A8MVU1
A8MVU1	P14598
A8MVU1	A6NI72
A8MVU1	A1X283
A8MVU1	Q5TCZ1
A8MVU1	Q8NFA2
Q8N8J0	Q8N8J0
Q8N8J0	A4QPH2
Q8N8J0	P42356
Q9BR26	Q9BR26
Q3MUY2	Q3MUY2
Q53F39	Q53F39
Q8WU39	Q8WU39
P49247	P49247
O00487	O00487
O00487	Q92905
Q8WUB8	Q8WUB8
Q8WUB8	Q92784
Q8WUB8	Q92785
Q8WUB8	Q92782
Q8WUB8	Q96T23
Q8NCU8	Q8NCU8
O00625	O00625
Q8TB73	Q8TB73
Q16378	Q16378
Q16378	P02810
Q16378	Q04118
Q16378	P10163
Q16378	P04280
Q16378	P02812
Q16378	A4D1S0
Q9UIL8	Q9UIL8
Q9UIL8	Q8IWS0
Q9Y5J5	Q9Y5J5
Q9Y5J5	Q8WV24
Q9Y5J5	Q53GA4
Q86YI8	Q86YI8
Q86YI8	Q9BUL5
Q86YI8	Q9BVI0
Q86YI8	A8MW92
Q9NXR1	Q9NXR1
Q9NXR1	Q9GZM8
Q8TAT6	Q8TAT6
O43678	O43678
Q9BU68	Q9BU68
Q9BU68	Q8IV56
Q7Z745	Q7Z745
Q7Z745	Q8NDA8
Q7Z745	A6NES4
Q7Z745	Q9BYG7
Q9HD23	Q9HD23
Q6UWS5	Q6UWS5
Q5VTL8	Q5VTL8
A6NMZ5	A6NMZ5
A6NMZ5	Q8NH41
A6NMZ5	Q8NGC2
A6NMZ5	Q8NGD4
A6NMZ5	Q8NH42
A6NMZ5	Q96R72
A6NMZ5	Q8NGD3
A6NMZ5	Q8NGD5
A6NMZ5	Q8N628
A6NMZ5	Q8NGZ5
A6NMZ5	Q9Y3N9
A6NMZ5	Q8NGB6
A6NMZ5	Q8NGD0
A6NMZ5	Q8NGR1
A6NMZ5	Q8NH48
A6NMZ5	Q96R08
A6NMZ5	Q96R09
A6NMZ5	Q8NGF7
A6NMZ5	Q8NGC0
A6NMZ5	Q8NGB2
A6NMZ5	Q8NGN8
A6NMZ5	Q8NH49
A6NMZ5	Q6IF82
A6NMZ5	Q8NGP0
A6NMZ5	A6NHA9
A6NMZ5	Q96R67
A6NMZ5	Q8NGM1
A6NMZ5	Q8NGB4
A6NMZ5	Q8NGB8
A6NMZ5	Q8NGC6
A6NMZ5	Q8NH43
A6NMZ5	Q8NH83
A6NMZ5	Q8NGF6
A6NMZ5	Q6IEY1
A6NMZ5	Q8NGB9
A6NMZ5	O95013
A6NMZ5	Q8NGL6
A6NMZ5	Q8NH73
A6NMZ5	Q6IEV9
A6NMZ5	Q8NH72
A6NMZ5	Q8NGL9
A6NMZ5	Q8NGF9
A6NMZ5	P0C604
A6NMZ5	Q8NH70
A6NMZ5	Q8NGN0
A6NMZ5	Q8NGD1
A6NMZ5	Q8IXE1
A6NMZ5	Q8N0Y3
A6NMZ5	P0C645
A6NMZ5	P0C623
A6NMZ5	Q8NH05
A6NMZ5	P47890
A6NMZ5	P58182
A6NMZ5	Q9UGF7
A6NMZ5	P0DN82
A6NMZ5	Q8NGY2
A6NMZ5	Q8NGV5
A6NMZ5	Q5TZ20
A6NMZ5	Q8NGW1
A6NMZ5	Q6IFH4
A6NMZ5	Q8NGX9
A6NMZ5	Q8NGS0
A6NMZ5	Q8NGS4
A6NMZ5	Q8NGT1
A6NMZ5	Q8N148
A6NMZ5	Q8NGE5
A6NMZ5	Q8N0Y5
A6NMZ5	Q8NHA6
A6NMZ5	Q9GZK6
A6NMZ5	O76001
A6NMZ5	Q8NGZ4
A6NMZ5	Q5JQS5
A6NMZ5	Q8NGE0
A6NMZ5	Q8NGI0
A6NMZ5	Q8NH56
A6NMZ5	Q8NGI2
A6NMZ5	Q8NH53
A6NMZ5	Q6IFN5
A6NMZ5	Q96RA2
A6NMZ5	Q8NGA2
A6NMZ5	Q15622
A6NMZ5	O76100
A6NMZ5	O14581
A6NMZ5	Q8NG98
A6NMZ5	Q8NG99
A6NMZ5	Q8NG95
A6NMZ5	Q8NGA0
A6NMZ5	P47884
A6NMZ5	P34982
A6NMZ5	P58170
A6NMZ5	P47893
A6NMZ5	P47881
A6NMZ5	P47883
A6NMZ5	P47888
A6NMZ5	Q8NGY3
A6NMZ5	Q8NGW6
A6NMZ5	Q96R84
A6NMZ5	O43749
A6NMZ5	Q8NGR9
A6NMZ5	Q8NGA1
A6NMZ5	Q8NGF8
A6NMZ5	Q8NH76
A6NMZ5	Q8NGI1
A6NMZ5	Q8NGI3
A6NMZ5	Q96RD0
A6NMZ5	Q15620
A6NMZ5	Q8NGG6
A6NMZ5	Q6IF36
A6NMZ5	Q8NGG8
A6NMZ5	Q8NGQ4
A6NMZ5	O95918
A6NMZ5	Q9GZK4
A6NMZ5	Q15612
A6NMZ5	Q8NGR6
A6NMZ5	Q8NGZ3
A6NMZ5	Q8NGT7
A6NMZ5	Q96R48
A6NMZ5	Q96R47
A6NMZ5	Q8NGZ2
A6NMZ5	Q96R54
A6NMZ5	Q8NHC6
A6NMZ5	O95007
A6NMZ5	O95222
A6NMZ5	Q9H343
A6NMZ5	O60412
A6NMZ5	A6NMS3
A6NMZ5	A6NET4
A6NMZ5	Q8NHB7
A6NMZ5	Q8NHB8
A6NMZ5	Q8NGX6
A6NMZ5	Q8NGX5
A6NMZ5	Q6IF99
A6NMZ5	Q8NGY1
A6NMZ5	P0C629
A6NMZ5	Q5JRS4
A6NMZ5	Q6IF42
A6NMZ5	Q8NGX3
A6NMZ5	Q96R45
A6NMZ5	Q8NGT9
A6NMZ5	O95047
A6NMZ5	A4D2G3
A6NMZ5	Q8NHC7
A6NMZ5	Q8NGP9
A6NMZ5	Q8NG92
A6NMZ5	P0C7N8
A6NMZ5	Q8NH87
A6NMZ5	Q9UGF5
A6NMZ5	A6ND48
A6NMZ5	Q8NHC5
A6NMZ5	Q8NGE7
A6NMZ5	Q9NZP5
A6NMZ5	P0C628
A6NMZ5	Q8NGL3
A6NMZ5	Q8NGL1
A6NMZ5	Q13606
A6NMZ5	Q8NGK9
A6NMZ5	Q8NGQ2
A6NMZ5	Q8NH08
A6NMZ5	Q8NGC1
A6NMZ5	Q8NG94
A6NMZ5	Q8NH07
A6NMZ5	Q8NGC8
A6NMZ5	B2RN74
A6NMZ5	Q8NGC7
A6NMZ5	Q8NGC9
A6NMZ5	Q8NH79
A6NMZ5	Q8NGY5
A6NMZ5	Q8NGY6
A6NMZ5	A6NF89
A6NMZ5	Q8NGE2
A6NMZ5	A6NIJ9
A6NMZ5	Q8NH40
A6NMZ5	Q8NGN1
A6NMZ5	Q8NGT2
A6NMZ5	Q8NGL7
A6NMZ5	Q8NGL4
A6NMZ5	Q8NH37
A6NMZ5	Q8NGN2
A6NMZ5	Q8NGE3
A6NMZ5	Q8NGG3
A6NMZ5	Q8NGF4
A6NMZ5	Q8NG75
A6NMZ5	Q8NGG2
A6NMZ5	Q8NH19
A6NMZ5	Q8NGM8
A6NMZ5	Q9GZK7
A6NMZ5	Q8NGI7
A6NMZ5	Q8WZA6
A6NMZ5	P30953
A6NMZ5	P47887
A6NMZ5	Q8NGS9
A6NMZ5	Q8NGT0
A6NMZ5	Q8NGS8
A6NMZ5	Q8NH94
A6NMZ5	Q8NGR5
A6NMZ5	Q8NGR2
A6NMZ5	Q8NGR8
A6NMZ5	Q8NH93
A6NMZ5	Q8NGR4
A6NMZ5	O95006
A6NMZ5	Q13607
A6NMZ5	Q8NH89
A6NMZ5	Q8NH90
A6NMZ5	Q8NGN7
A6NMZ5	Q8NH80
A6NMZ5	P0C617
A6NMZ5	Q9H209
A6NMZ5	Q96KK4
A6NMZ5	A6NJZ3
A6NMZ5	A6NL08
A6NMZ5	Q8NGE1
A6NMZ5	A6NCV1
A6NMZ5	Q8NGR3
A6NMZ5	Q8NGS1
A6NMZ5	Q8NGS3
A6NMZ5	Q15619
A6NMZ5	Q8NGY0
A6NMZ5	Q9Y4A9
A6NMZ5	O60404
A6NMZ5	Q8NGA6
A6NMZ5	Q8NGA5
A6NMZ5	O60403
A6NMZ5	P0C646
A6NMZ5	Q8NGY7
A6NMZ5	Q8NHC4
A6NMZ5	P30954
A6NMZ5	Q96RC9
A6NMZ5	A6NND4
A6NMZ5	Q8NH06
A6NMZ5	Q8NGJ5
A6NMZ5	Q8NGK0
A6NMZ5	P58180
A6NMZ5	Q15615
A6NMZ5	Q8NGQ6
A6NMZ5	Q9Y585
A6NMZ5	Q9P1Q5
A6NMZ5	Q8NGA8
A6NMZ5	Q96R69
A6NMZ5	Q8NH21
A6NMZ5	Q8NGQ3
A6NMZ5	Q8NH92
A6NMZ5	Q8NGS2
A6NMZ5	O76099
A6NMZ5	O60431
A6NMZ5	Q8NGE9
A6NMZ5	Q9H342
A6NMZ5	A6NFC9
A6NMZ5	Q8NGV0
A6NMZ5	O95371
A6NMZ5	Q7Z3T1
A6NMZ5	Q9GZK3
A6NMZ5	O76000
A6NMZ5	P58173
A6NMZ5	P59922
A6NMZ5	O76002
A6NMZ5	Q8NH95
A6NMZ5	P0DN81
A6NMZ5	Q8NGS7
A6NMZ5	Q9NQN1
A6NMZ5	Q8NGC5
A6NMZ5	Q8NGI4
A6NMZ5	Q8NGI6
A6NMZ5	Q8NGJ1
A6NMZ5	Q8NGE8
A6NMZ5	Q8NGU4
A6NMZ5	Q8NGD2
A6NMZ5	Q8NGU1
A6NMZ5	Q8NGU2
A6NMZ5	Q8NGT5
A6NMZ5	Q8NGX1
A6NMZ5	Q8NH03
A6NMZ5	Q8NG80
A6NMZ5	Q8NGY9
A6NMZ5	Q8NG84
A6NMZ5	Q8N349
A6NMZ5	Q8NH16
A6NMZ5	Q8NG85
A6NMZ5	Q8NGN3
A6NMZ5	Q8NGN4
A6NMZ5	Q8NGC3
A6NMZ5	Q8NGN5
A6NMZ5	Q8NGC4
A6NMZ5	Q8NGN6
A6NMZ5	Q8WZ94
A6NMZ5	Q8WZ92
A6NMZ5	O43869
A6NMZ5	Q8NHB1
A6NMZ5	Q96R30
A6NMZ5	Q96R27
A6NMZ5	Q8NH04
A6NMZ5	Q8NHC8
A6NMZ5	P0C7T2
A6NMZ5	Q8NH01
A6NMZ5	Q6IF00
A6NMZ5	Q8NGX2
A6NMZ5	Q8NG83
A6NMZ5	Q8NGG5
A6NMZ5	Q8NH50
A6NMZ5	P58181
A6NMZ5	Q8NH74
A6NMZ5	Q9H208
A6NMZ5	Q9H207
A6NMZ5	Q8NH00
A6NMZ5	Q6IEZ7
A6NMZ5	Q8NGZ9
A6NMZ5	Q8NH02
A6NMZ5	Q8NGS5
A6NMZ5	Q8NGS6
A6NMZ5	Q8NGX8
A6NMZ5	Q8NH81
A6NMZ5	Q96RB7
A6NMZ5	Q8NH51
A6NMZ5	Q8NGP4
A6NMZ5	Q8NGP6
A6NMZ5	Q8NGP3
A6NMZ5	O95221
A6NMZ5	A6NDL8
A6NMZ5	Q9NZP2
A6NMZ5	Q8NHA8
A6NMZ5	Q8NG81
A6NMZ5	A3KFT3
A6NMZ5	Q96R28
A6NMZ5	Q8NGZ0
A6NMZ5	Q8NGQ5
A6NMZ5	Q8NGQ1
A6NMZ5	Q9UGF6
A6NMZ5	Q8NH69
A6NMZ5	A6NL26
A6NMZ5	Q8NGI8
A6NMZ5	Q8N127
A6NMZ5	Q8NG76
A6NMZ5	Q8NG77
A6NMZ5	Q8NG97
A6NMZ5	A6NH00
A6NMZ5	Q8NGP2
A6NMZ5	Q8NGG0
A6NMZ5	Q8NGG1
A6NMZ5	Q8NH85
A6NMZ5	P0C7N5
A6NMZ5	Q8NGP8
A6NMZ5	Q8NH10
A6NMZ5	Q6IEU7
A6NMZ5	P0C7N1
A6NMZ5	Q8NGI9
A6NMZ5	P0C626
A6NMZ5	Q8NGJ0
A6NMZ5	Q8NGZ6
A6NMZ5	Q8NH09
A6NMZ5	A6NM76
A6NMZ5	Q8NGL2
A6NMZ5	Q8NGL0
A6NMZ5	Q96RD1
A6NMZ5	Q9NZP0
A6NMZ5	Q15617
A6NMZ5	Q9GZM6
A6NMZ5	Q8NG78
A6NMZ5	P0DMU2
A6NMZ5	Q8NGG7
A6NMZ5	A6NKK0
A6NMZ5	P0DN80
A6NMZ5	Q8NGV7
A6NMZ5	A6NHG9
A6NMZ5	Q8NGV6
A6NMZ5	A6NDH6
A6NMZ5	Q8NGM9
A6NMZ5	Q8NGX0
A6NMZ5	Q8NH18
A6NMZ5	Q8WZ84
A6NMZ5	Q8NHA4
Q9H579	Q9H579
Q14691	Q14691
P27708	P27708
P27708	P31327
P27708	Q9BPU6
P27708	Q14194
P27708	Q14195
P27708	O14531
P27708	Q14117
P27708	Q16555
P27708	Q96RQ3
P27708	O00763
P27708	Q13085
P27708	P11498
P27708	P05165
P27708	P00480
P27708	P49915
O60829	O60829
O60829	Q8WWM1
O60829	Q96GT9
O60829	Q8WTP9
O60829	Q5JUK9
O60829	Q7Z2X7
O60829	Q5JRK9
O60829	Q96GU1
Q969V6	Q969V6
Q969V6	Q9ULH7
Q969V6	Q8IZQ8
Q969V6	O15417
Q9Y248	Q9Y248
Q8NET5	Q8NET5
P84098	P84098
Q5T653	Q5T653
P14927	P14927
P31939	P31939
Q8IUW5	Q8IUW5
Q8IUW5	Q8NC24
Q8IUW5	Q969Z4
Q8IUW5	O95407
A0A0J9YXG5	A0A0J9YXG5
Q969F1	Q969F1
Q9BXG8	Q9BXG8
Q6UXU6	Q6UXU6
Q629K1	Q629K1
Q96GJ1	Q96GJ1
Q96GJ1	Q8IZ69
O43508	O43508
Q96HV5	Q96HV5
Q96HV5	Q5BJD5
Q9UJW9	Q9UJW9
Q9NYB0	Q9NYB0
Q96LK8	Q96LK8
Q9BU02	Q9BU02
Q495A1	Q495A1
Q495A1	Q15762
Q495A1	Q15223
Q495A1	Q9NQS3
Q495A1	P41217
Q495A1	P15151
Q495A1	Q92692
Q495A1	Q86VR7
Q96PL2	Q96PL2
Q96PL2	Q8TCW7
Q96PL2	P60852
Q96PL2	Q05996
Q96PL2	Q12836
Q8N4L1	Q8N4L1
Q8N4L1	Q8IW70
P0CL85	P0CL85
P0CL85	P0CL84
P0CL85	P0CL83
A0PJX8	A0PJX8
Q9H0V1	Q9H0V1
Q9Y2Q9	Q9Y2Q9
P62306	P62306
P62306	P62312
Q9BX74	Q9BX74
Q9BX74	Q9BX73
Q9BX74	Q9BRN9
Q587J7	Q587J7
P48775	P48775
P0C7V7	P0C7V7
P0C7V7	P67812
P0C7V7	Q9BY50
Q8N8U3	Q8N8U3
Q8N8U3	Q86TG7
Q8N8U3	Q6ZR62
Q9Y3D5	Q9Y3D5
Q9Y3D5	Q9Y676
Q9Y3D5	Q9NVS2
O95721	O95721
Q8NHR7	Q8NHR7
Q00403	Q00403
Q00403	Q92994
O95470	O95470
O95926	O95926
Q03405	Q03405
Q9BXU2	Q9BXU2
Q9BXU2	Q9BXU3
Q9BXU2	A0A0J9YY54
Q9BXU2	A0A0J9YWL9
P47989	P47989
P47989	Q06278
Q86XT2	Q86XT2
Q86XT2	Q9H9H4
Q86XT2	A5D8V6
Q86XT2	Q8NEZ2
Q6UXV3	Q6UXV3
Q6RSH7	Q6RSH7
Q6RSH7	P40337
Q9ULZ2	Q9ULZ2
Q9ULZ2	Q9UGK3
Q86VV8	Q86VV8
Q8N5G0	Q8N5G0
Q9UGU0	Q9UGU0
Q9UGU0	O94916
Q9UGU0	Q7Z5J4
Q9BWG6	Q9BWG6
Q9BRV3	Q9BRV3
Q8N205	Q8N205
Q6ZVK1	Q6ZVK1
O60783	O60783
P82673	P82673
Q69YG0	Q69YG0
Q5FBB7	Q5FBB7
O15273	O15273
Q96E40	Q96E40
Q6XE38	Q6XE38
Q6XE38	O95969
Q6XE38	O95968
Q6XE38	P11684
Q6UWJ1	Q6UWJ1
Q9Y6J9	Q9Y6J9
Q9Y6J9	P49848
Q7Z404	Q7Z404
Q7Z404	Q7Z402
Q7Z404	Q8TDI7
Q7Z404	Q8TDI8
Q7Z404	Q7Z5M5
Q7Z404	Q8IU68
Q7Z404	Q7Z403
Q7Z404	Q6UXY8
Q9BWV2	Q9BWV2
Q9BPZ7	Q9BPZ7
O75602	O75602
Q13573	Q13573
Q15465	Q15465
Q15465	O43323
Q15465	Q14623
P16949	P16949
P16949	Q9NZ72
P16949	Q9H169
P16949	Q93045
Q6UX34	Q6UX34
Q9ULM3	Q9ULM3
Q9H900	Q9H900
Q8TAC1	Q8TAC1
Q9H4K1	Q9H4K1
Q9H4K1	Q8N443
Q9P2K3	Q9P2K3
Q9P2K3	Q8IZ40
Q9P2K3	Q9UKL0
Q9P2K3	Q8N344
Q9P2K3	Q8N108
Q9P2K3	Q7Z3K6
Q9P2K3	Q6PJG2
Q9P2K3	Q96PN7
Q9P2K3	Q9H0D2
Q9P2K3	Q9BTC8
Q9P2K3	O94776
Q9P2K3	Q13330
Q9P260	Q9P260
O60894	O60894
O60894	O60896
O60894	O60895
Q9P272	Q9P272
Q9P272	Q96BT7
Q9Y606	Q9Y606
Q9Y606	Q9BZE2
Q4G0G5	Q4G0G5
Q9UHF0	Q9UHF0
Q9BUV0	Q9BUV0
Q9NQZ2	Q9NQZ2
Q9UJ98	Q9UJ98
Q9UJ98	Q8N3U4
Q9UJ98	Q8WVM7
Q8N357	Q8N357
Q9H9C1	Q9H9C1
Q96FF7	Q96FF7
Q96FF7	Q8IVT2
Q96EY7	Q96EY7
P04843	P04843
Q9H1K0	Q9H1K0
P62899	P62899
A6NC62	A6NC62
Q96EN9	Q96EN9
Q16769	Q16769
Q16769	Q9NXS2
Q9NP99	Q9NP99
Q9NP99	Q86YW5
Q9NP99	Q9NZC2
P62280	P62280
Q9Y5K1	Q9Y5K1
Q9UBZ9	Q9UBZ9
Q9UBZ9	Q9Y253
Q9UBZ9	Q9UNA4
Q9UBZ9	Q9UBT6
O75663	O75663
Q9HD40	Q9HD40
Q9Y5Y5	Q9Y5Y5
Q96PE5	Q96PE5
Q8NCC3	Q8NCC3
Q8NCC3	P04180
Q9GZP4	Q9GZP4
Q5TBK1	Q5TBK1
Q5TBK1	Q92802
Q5TBK1	P09543
Q9NRX4	Q9NRX4
Q09161	Q09161
P61927	P61927
Q8N5U6	Q8N5U6
Q96GC5	Q96GC5
P00797	P00797
P00797	P07339
P00797	O96009
P00797	P20142
P00797	P0DJD7
P00797	P0DJD8
P00797	P0DJD9
P00797	P14091
P00797	P56817
P00797	Q9Y5Z0
P25398	P25398
Q7Z392	Q7Z392
Q96B49	Q96B49
Q9BYW2	Q9BYW2
Q9BYW2	Q15910
Q9BYW2	Q92800
Q9BYW2	Q96L73
Q9BYW2	O96028
Q9BYW2	Q9BZ95
Q9BYW2	Q5VUA4
Q9H4I3	Q9H4I3
Q12772	Q12772
Q12772	P36956
A6NFY7	A6NFY7
A0A0A0MTA7	A0A0A0MTA7
H3BR10	H3BR10
A0A0C4DH27	A0A0C4DH27
A0A0C4DH27	A0A0C4DH28
A0A0C4DH27	P03979
A0A0C4DH27	A0A0B4J1U4
A0A0C4DH27	A0A075B6R0
Q99603	Q99603
Q99603	A0A0J9YVY3
Q99603	P01782
Q99603	P01764
Q99603	P0DP04
Q99603	A0A0B4J1X8
Q99603	A0A075B6Q5
Q99603	P0DP02
Q99603	P01772
Q99603	P0DP03
Q99603	A0A0J9YX35
Q99603	A0A0C4DH32
Q99603	P01768
Q99603	P01780
Q99603	A0A0B4J1V1
Q99603	A0A0B4J1X5
Q99603	P01762
Q99603	P01763
Q99603	A0A0B4J1Y9
Q99603	P01767
Q99603	P01766
Q99603	A0A0B4J1V0
Q99603	A0A0A0MS15
Q99603	A0A0B4J1V6
Q99603	A0A0C4DH42
Q99603	A0A0C4DH29
Q99603	P0DP01
Q99603	A0A0C4DH38
Q99603	A0A0J9YXX1
Q99603	A0A0C4DH39
Q99603	P01743
Q99603	P23083
Q99603	P01742
Q99603	A0A0C4DH31
Q99603	A0A0B4J2H0
Q99603	A0A0A0MS14
Q99603	A0A0C4DH33
Q99603	A0A0G2JMI3
Q99603	P01824
Q99603	A0A0B4J1V2
Q99603	P0DP07
Q99603	P01825
Q99603	A0A0C4DH43
Q99603	A0A0C4DH41
Q99603	P01817
Q99603	P0DP08
Q99603	P01814
Q99603	P0DP06
Q99603	A0A0C4DH34
Q99603	A0A087WSY4
Q99603	A0A075B6R2
Q99603	P06331
Q99603	A0A0B4J1U7
Q99603	A0A0B4J263
Q99603	A0A0K0K1B3
Q99603	A0A5B7
Q99603	A0A075B6N2
Q99603	A0A0B4J276
Q99603	A0A0B4J277
Q99603	A0A087WT01
Q99603	P0DPF4
Q6UE05	Q6UE05
P40225	P40225
Q12767	Q12767
Q99835	Q99835
Q99835	Q9H461
Q99835	Q9ULW2
Q99835	Q13467
Q99835	Q9NPG1
Q99835	Q9UP38
Q99835	O60353
Q99835	Q14332
Q99835	O00144
Q99835	O75084
Q99835	Q9ULV1
Q99835	Q92765
Q99835	Q6FHJ7
Q99835	Q8N474
Q99835	Q5T4F7
Q99835	Q96HF1
P29144	P29144
P55157	P55157
Q8NBM8	Q8NBM8
Q8NBM8	Q9UHG3
O00329	O00329
O00329	P42338
O00329	Q8NEB9
O00329	O00750
O00329	P42336
O00329	O00443
O00329	O75747
O00329	P48736
O00329	Q9UBF8
Q969F2	Q969F2
Q969F2	Q969G9
Q9NPJ4	Q9NPJ4
Q9NPJ4	Q12796
O95168	O95168
Q5H9R7	Q5H9R7
Q5H9R7	Q9UPN7
Q5H9R7	O75170
Q9UHB9	Q9UHB9
P60468	P60468
Q99442	Q99442
Q9HA65	Q9HA65
Q9HA65	Q8TC07
Q9HA65	O43147
Q9HA65	Q8TBP0
Q9HA65	Q2NKQ1
Q9HA65	Q8IYX1
Q9HA65	Q3MII6
Q9HA65	Q9NVG8
Q9HA65	Q92609
Q9HA65	Q9BYX2
Q9HA65	Q9UPU7
Q9HA65	Q5TC63
Q9HA65	Q9P2M4
Q9HA65	O60347
Q9HA65	Q96CN4
Q9HA65	O60447
Q9HA65	Q86TI0
Q9HA65	O60343
Q9HA65	Q9Y3P9
Q9HA65	B7ZAP0
Q9HA65	Q5R372
Q9HA65	Q0IIM8
Q9HA65	O95759
Q9HA65	Q66K14
Q9HA65	Q6ZT07
Q9HA65	Q8IV04
Q9HA65	Q9BXI6
Q9HA65	Q4KMP7
Q9HA65	Q9NU19
Q9HA65	Q8WUA7
Q9HA65	Q9Y2I9
Q9HA65	Q96HU1
Q9HA65	Q96BZ9
Q9UFV1	Q9UFV1
Q9UFV1	Q6DHY5
Q9UFV1	A0A087X179
Q9UFV1	B9A6J9
Q9UFV1	A0A087WXS9
Q9UFV1	A6NER0
Q9UFV1	A0A087WVF3
Q9UFV1	Q8IZP1
Q9UFV1	A0A087X1G2
Q9UFV1	Q6IPX1
Q9UFV1	P0C7X1
Q9UFV1	A6NDS4
Q9UFV1	P35125
Q9UFV1	Q8NFA0
Q5SWH9	Q5SWH9
